input_street,input_city,input_county,input_state,most_sim_street,sim_score,mostsimstreet_id,highway,lanes,oneway
VA Beach Norfolk Expy W,Virginia Beach,Virginia Beach,VA,Virginia Beach-Norfolk Expressway,68,122753239,motorway,3,yes
Carlisle Blvd NE,Albuquerque,Bernalillo,NM,Carlisle Boulevard Northeast,68,48361413,secondary,Not_Present_Value,yes
I-880 S,Hayward,Alameda,CA,I 880,67,929707417,motorway,5,yes
I-294 S,Berkeley,Cook,IL,I 294,67,312157359,motorway,4,yes
I-696 E,Farmington,Oakland,MI,I 696,67,124433713,motorway,4,yes
I-405 N,Costa Mesa,Orange,CA,I 405,67,827499938,motorway,7,yes
I-270 W,Commerce City,Adams,CO,I 270,67,800597889,motorway,3,yes
I-285 E,Decatur,DeKalb,GA,I 285,67,879148781,motorway,4,yes
CA-91 W,Riverside,Riverside,CA,CA 91,67,97078779,motorway,4,yes
I-280 E,Livingston,Essex,NJ,I 280,67,1043231072,motorway,3,yes
I-215 N,West Valley City,Salt Lake,UT,I 215,67,1042246649,motorway,4,yes
CA-91 E,Corona,Riverside,CA,CA 91,67,482528883,motorway,2,yes
CA-60 W,La Puente,Los Angeles,CA,CA 60,67,123541553,motorway,5,yes
CA-85 N,Cupertino,Santa Clara,CA,CA 85,67,1011949859,motorway,4,yes
I-275 W,Cincinnati,Hamilton,OH,I 275,67,27919280,motorway,4,yes
I-880 S,Milpitas,Santa Clara,CA,I 880,67,552603210,motorway,4,yes
Stemmons Fwy N,Dallas,Dallas,TX,North Stemmons Freeway,67,847224616,motorway,5,yes
I-540 E,Morrisville,Wake,NC,I 540,67,623953588,motorway,3,yes
I-5,Mission Viejo,Orange,CA,I 5,67,514352142,motorway,5,yes
I-605 S,Santa Fe Springs,Los Angeles,CA,I 605,67,49012483,motorway,5,yes
I-635 S,Mesquite,Dallas,TX,I 635,67,39754780,motorway,4,yes
I-695 S,Halethorpe,Baltimore County,MD,I 695,67,12411981,motorway,4,yes
I-635 N,Shawnee,Johnson,KS,I 635,67,546972350,motorway,4,yes
I-880 N,Milpitas,Santa Clara,CA,I 880,67,550284583,motorway,5,yes
Mounds Blvd,Saint Paul,Ramsey,MN,North Mounds Boulevard,67,1217373860,primary,2,yes
I-405 S,Westminster,Orange,CA,I 405,67,773677339,motorway,6,yes
I-185 N,Greenville,Greenville,SC,I 185,67,148970342,motorway,1,yes
I-195 N,Richmond,Richmond City,VA,I 195,67,38259325,motorway,4,yes
CA-24 W,Oakland,Alameda,CA,CA 24,67,929632113,motorway,4,yes
US-30 E,Exton,Chester,PA,US 30,67,28984096,motorway,2,yes
I-605 S,Whittier,Los Angeles,CA,I 605,67,63905013,motorway,5,yes
Route 541,Mount Holly,Burlington,NJ,CR 541,67,34858948,trunk,3,yes
CA-60 E,Diamond Bar,Los Angeles,CA,CA 60,67,866196738,motorway,5,yes
CA-15 S,San Diego,San Diego,CA,CA 15,67,177581636,motorway,4,yes
I-275 W,Ft Mitchell,Kenton,KY,I 275,67,1051522598,motorway,3,yes
I-405 S,Mission Hills,Los Angeles,CA,I 405,67,760849833,motorway,6,yes
CA-99 N,Galt,Sacramento,CA,CA 99,67,48473068,motorway,2,yes
I-294 N,La Grange,Cook,IL,I 294,67,61857466,motorway,4,yes
I-110 S,Los Angeles,Los Angeles,CA,I 110,67,119372896,motorway,4,yes
I-280 W,Newark,Essex,NJ,I 280,67,49200008,motorway,2,yes
NJ-42 S,Bellmawr,Camden,NJ,NJ 42,67,26987516,motorway,4,yes
US-87 N,Broomfield,Adams,CO,US 87,67,778078622,motorway,3,yes
I-176 N,Morgantown,Berks,PA,I 176,67,645466254,motorway,3,yes
I-635 N,Balch Springs,Dallas,TX,I 635,67,502512056,motorway,3,yes
I-5,Santa Fe Springs,Los Angeles,CA,I 5,67,963580463,motorway,5,yes
CA-57 N,Brea,Orange,CA,CA 57,67,1054721316,motorway,6,yes
CA-57 S,Placentia,Orange,CA,CA 57,67,120599658,motorway,6,yes
CA-60 W,Los Angeles,Los Angeles,CA,CA 60,67,863003920,motorway,5,yes
US-50 E,Rancho Cordova,Sacramento,CA,US 50,67,973425012,motorway,5,yes
Highway 28 Byp,Anderson,Anderson,SC,State Highway 28,67,12099835,trunk,4,no
I-680 S,Pleasant Hill,Contra Costa,CA,I 680,67,693384840,motorway,4,yes
US-75 N,Bellevue,Sarpy,NE,US 75,67,851758257,motorway,2,yes
I-880 N,Hayward,Alameda,CA,I 880,67,394461947,motorway,4,yes
I-215 S,Sun City,Riverside,CA,I 215,67,121669897,motorway,3,yes
I-205 E,Tracy,San Joaquin,CA,I 205,67,47245631,motorway,3,yes
I-238 N,Hayward,Alameda,CA,I 238,67,45311012,motorway,3,yes
CA-56 W,San Diego,San Diego,CA,CA 56,67,149984198,motorway,2,yes
E 2700 S,Salt Lake City,Salt Lake,UT,2700 South,67,1246950936,tertiary,4,Not_Present_Value
I-5,Lebec,Los Angeles,CA,I 5,67,1061364049,motorway,4,yes
I-695 E,Curtis Bay,Anne Arundel,MD,I 695,67,24644522,motorway,2,yes
I-215 N,San Bernardino,San Bernardino,CA,I 215,67,93266046,motorway,6,yes
I-215 N,Salt Lake City,Salt Lake,UT,I 215,67,31972714,motorway,4,yes
CA-58 E,Arvin,Kern,CA,CA 58,67,1163630278,motorway,2,yes
I-580 W,Livermore,Alameda,CA,I 580,67,24307457,motorway,4,yes
I-294 N,Oak Brook,DuPage,IL,I 294,67,990436477,motorway,5,yes
US-22 W,Allentown,Lehigh,PA,US 22,67,569467026,motorway,3,yes
W 3300 S,Salt Lake City,Salt Lake,UT,3300 South,67,1137133265,primary,3,yes
I-580 E,Livermore,Alameda,CA,I 580,67,496168690,motorway,4,yes
I-285 N,Atlanta,Fulton,GA,I 285,67,1022511639,motorway,4,yes
I-695 E,Parkville,Baltimore County,MD,I 695,67,856371134,motorway,3,yes
I-605 N,La Puente,Los Angeles,CA,I 605,67,52131421,motorway,5,yes
I-820 E,North Richland Hills,Tarrant,TX,I 820,67,28323086,motorway,4,yes
S Robert Trl,Inver Grove Heights,Dakota,MN,Robert Trail South,67,768698234,primary,3,yes
Robal Rd,Bend,Deschutes,OR,Robal Lane,67,1004857119,unclassified,Not_Present_Value,Not_Present_Value
I St,Omaha,Douglas,NE,I Street,67,852506234,secondary,2,yes
I-695 W,Dundalk,Baltimore County,MD,I 695,67,1026914409,motorway,2,yes
I-405 S,North Hills,Los Angeles,CA,I 405,67,761380462,motorway,5,yes
I-880 N,San Lorenzo,Alameda,CA,I 880,67,964894895,motorway,6,yes
CA-60 E,South El Monte,Los Angeles,CA,CA 60,67,970104164,motorway,4,yes
I-295 S,Mount Ephraim,Camden,NJ,I 295,67,771066646,motorway,2,yes
Covell Ave NW,Grand Rapids,Kent,MI,Covell Avenue Northwest,67,701982240,tertiary,Not_Present_Value,Not_Present_Value
S 900 W,Salt Lake City,Salt Lake,UT,900 West,67,604701928,secondary,2,yes
US Highway 301 S,Jacksonville,Duval,FL,US 301 Highway South,67,1021258055,trunk,2,yes
E 11th St S,Tulsa,Tulsa,OK,East 11th Street,67,594387159,primary,2,yes
I-405 N,Westminster,Orange,CA,I 405,67,755568021,motorway,5,yes
NE 30th St,Renton,King,WA,North 30th Street,67,49962084,tertiary,3,Not_Present_Value
I-35E N,Lewisville,Denton,TX,I 35E,67,843873885,motorway,4,yes
I-5,Lost Hills,Kern,CA,I 5,67,158976672,motorway,2,yes
US-75 S,Dallas,Dallas,TX,US 75,67,303563481,motorway,5,yes
I-805 N,San Diego,San Diego,CA,I 805,67,1012364501,motorway,6,yes
I-595 E,Fort Lauderdale,Broward,FL,I 595,67,86495376,motorway,4,yes
I-580 E,Tracy,San Joaquin,CA,I 580,67,10537814,motorway,2,yes
US-26 W,Portland,Multnomah,OR,US 26,67,311684388,motorway,3,yes
I-294 N,Melrose Park,Cook,IL,I 294,67,1255797842,motorway,2,yes
CA-14 N,Newhall,Los Angeles,CA,CA 14,67,1072287653,motorway,5,yes
I-580 W,Castro Valley,Alameda,CA,I 580,67,45311016,motorway,5,yes
CA-91 W,Buena Park,Orange,CA,CA 91,67,610291254,motorway,3,yes
CA-91 W,Anaheim,Orange,CA,CA 91,67,838559233,motorway,5,yes
CA-41 N,Fresno,Fresno,CA,CA 41,67,1118299330,motorway,3,yes
US-95 N,Schurz,Mineral,NV,US 95,67,477966745,trunk,2,Not_Present_Value
I-695 W,Linthicum Heights,Anne Arundel,MD,I 695,67,398073414,motorway,3,yes
W 6200 S,Taylorsville,Salt Lake,UT,6200 South,67,1051940198,secondary,5,yes
I-280 W,West Orange,Essex,NJ,I 280,67,967577453,motorway,4,yes
I-170 N,Saint Louis,St. Louis County,MO,I 170,67,171740873,motorway,3,yes
I-385 N,Fountain Inn,Greenville,SC,I 385,67,1173033309,motorway,2,yes
I-680 S,Milpitas,Santa Clara,CA,I 680,67,617284172,motorway,4,yes
I-580 E,Emeryville,Alameda,CA,I 580,67,11189921,motorway,3,yes
I-580 W,Tracy,Alameda,CA,I 580,67,123867373,motorway,6,yes
I-880 S,Oakland,Alameda,CA,I 880,67,29689321,motorway,4,yes
I-495 W,Woodside,Queens,NY,I 495,67,46725382,motorway,3,yes
I-287 N,Whippany,Morris,NJ,I 287,67,961523645,motorway,4,yes
F St,Omaha,Douglas,NE,F Street,67,1051975241,tertiary,3,no
I-680 N,Danville,Contra Costa,CA,I 680,67,1141080400,motorway,5,yes
I-680 S,Dublin,Alameda,CA,I 680,67,393883929,motorway,4,yes
PA-28 S,Pittsburgh,Allegheny,PA,PA 28,67,532953390,motorway,2,yes
I-215 N,Grand Terrace,San Bernardino,CA,I 215,67,1030339458,motorway,4,yes
Hamilton St NW,Washington,District of Columbia,DC,Hamilton Street Northwest,67,1033721023,residential,2,yes
I-465 N,Indianapolis,Marion,IN,I 465,67,612064000,motorway,4,yes
US-22 E,Whitehall,Lehigh,PA,US 22,67,570401549,motorway,3,yes
I-355 N,Woodridge,DuPage,IL,I 355,67,906495213,motorway,4,yes
I-605 S,Downey,Los Angeles,CA,I 605,67,49012471,motorway,4,yes
W 3900 S,Salt Lake City,Salt Lake,UT,3900 South,67,31972992,secondary,5,Not_Present_Value
I-405 N,Irvine,Orange,CA,I 405,67,610115891,motorway,7,yes
I-540 E,Raleigh,Wake,NC,I 540,67,208957499,motorway,3,yes
I-580 E,Pleasanton,Alameda,CA,I 580,67,394103377,motorway,4,yes
Alpine Ave NW,Grand Rapids,Kent,MI,Alpine Avenue Northwest,67,1207821054,secondary,2,Not_Present_Value
I-294 N,Elmhurst,Cook,IL,I 294,67,435561595,motorway,5,yes
I-635 E,Dallas,Dallas,TX,I 635,67,28470352,motorway,4,yes
CA-91 W,Cerritos,Los Angeles,CA,CA 91,67,54037586,motorway,5,yes
I-295 N,Mechanicsville,Hanover,VA,I 295,67,1053010967,motorway,5,yes
I-280 S,Palo Alto,Santa Clara,CA,I 280,67,942106667,motorway,4,yes
I-295 S,Lawnside,Camden,NJ,I 295,67,966186307,motorway,3,yes
I-5,Irvine,Orange,CA,I 5,67,173868269,motorway,1,yes
I-405 N,Sherman Oaks,Los Angeles,CA,I 405,67,782030115,motorway,7,yes
CA-85 S,Cupertino,Santa Clara,CA,CA 85,67,1011949834,motorway,3,yes
CA-91 W,Corona,Riverside,CA,CA 91,67,482532984,motorway,2,yes
FL-9B S,Jacksonville,Duval,FL,FL 9B,67,365773770,motorway,4,yes
CA-99 S,Bakersfield,Kern,CA,CA 99,67,768291587,motorway,4,yes
I-695 N,Essex,Baltimore County,MD,I 695,67,47287882,motorway,2,yes
US-85 S,Albuquerque,Bernalillo,NM,US 85,67,610841996,motorway,3,yes
I-540 E,Knightdale,Wake,NC,I 540,67,47472571,motorway,3,yes
US-20 E,Elgin,Cook,IL,US 20,67,1069874545,motorway,5,yes
I-5,Buena Park,Orange,CA,I 5,67,1023300188,motorway,6,yes
I-5,Sacramento,Sacramento,CA,I 5,67,25304714,motorway,5,yes
I-294 N,Posen,Cook,IL,I 294,67,61699154,motorway,5,yes
I-465 S,Indianapolis,Marion,IN,I 465,67,1088719087,motorway,6,yes
Manor Rd,Coatesville,Chester,PA,South Manor Road,67,1207906948,secondary,2,no
I-395 S,Arlington,Arlington,VA,I 395,67,50664266,motorway,3,reversible
I-5,Downey,Los Angeles,CA,I 5,67,158724524,motorway,4,yes
I-610,Metairie,Jefferson,LA,I 10,67,118807748,motorway,3,yes
I-710 N,South Gate,Los Angeles,CA,I 710,67,866212338,motorway,4,yes
CA-52 E,San Diego,San Diego,CA,CA 52,67,159201203,motorway,3,yes
I-110 S,Wilmington,Los Angeles,CA,I 110,67,127679259,motorway,4,yes
I-405 N,Santa Ana,Orange,CA,I 405,67,158632080,motorway,5,yes
I-696 W,Warren,Macomb,MI,I 696,67,486358186,motorway,4,yes
I-5,Lathrop,San Joaquin,CA,I 5,67,877996652,motorway,3,yes
I-880 S,Newark,Alameda,CA,I 880,67,821839347,motorway,4,yes
I-880 S,San Leandro,Alameda,CA,I 880,67,677953415,motorway,4,yes
I-270 W,Florissant,St. Louis County,MO,I 270,67,711851438,motorway,3,yes
New York Ave E,Washington,District of Columbia,DC,New York Avenue Northeast,67,871089760,motorway,3,yes
CA-71 N,Corona,Riverside,CA,CA 71,67,172180115,trunk,2,yes
I-695 N,Rosedale,Baltimore County,MD,I 695,67,940014058,motorway,4,yes
I-580 W,Oakland,Alameda,CA,I 580,67,945101408,motorway,5,yes
I-595 W,Fort Lauderdale,Broward,FL,I 595,67,42326335,motorway,4,yes
I-405 S,Huntington Beach,Orange,CA,I 405,67,827499942,motorway,5,yes
I-895 S,Baltimore,Baltimore City,MD,I 895,67,90079477,motorway,2,yes
I-270 W,Denver,Adams,CO,I 270,67,37320108,motorway,2,yes
CA-78 W,Escondido,San Diego,CA,CA 78,67,436581599,motorway,3,yes
I-405 N,Torrance,Los Angeles,CA,I 405,67,49217561,motorway,5,yes
I-287 S,Far Hills,Somerset,NJ,I 287,67,58744767,motorway,3,yes
I-495 E,Hauppauge,Suffolk,NY,I 495,67,1052667080,motorway,4,yes
I-580 E,San Quentin,Marin,CA,I 580,67,24316582,motorway,3,yes
CA-99 N,Sacramento,Sacramento,CA,CA 99,67,24881757,motorway,2,yes
I-476 S,Conshohocken,Montgomery,PA,I 476,67,522401254,motorway,3,yes
CA-60 W,Walnut,Los Angeles,CA,CA 60,67,123541536,motorway,6,yes
CA-60 W,Ontario,San Bernardino,CA,CA 60,67,1030050654,motorway,5,yes
I-635 W,Dallas,Dallas,TX,I 635,67,496510666,motorway,4,yes
CA-24 E,Oakland,Alameda,CA,CA 24,67,25007057,motorway,4,yes
I-215 S,Riverside,Riverside,CA,I 215,67,1030055497,motorway,4,yes
I-270 E,Commerce City,Adams,CO,I 270,67,427833030,motorway,2,yes
I-405 S,Signal Hill,Los Angeles,CA,I 405,67,772801451,motorway,5,yes
I-240 N,Memphis,Shelby,TN,I 240,67,74481088,motorway,3,yes
I-215 E,Salt Lake City,Salt Lake,UT,I 215,67,124522746,motorway,3,yes
I-710 N,Paramount,Los Angeles,CA,I 710,67,124356714,motorway,4,yes
CA-94 W,San Diego,San Diego,CA,CA 94,67,123561816,motorway,3,yes
I-295 N,Bellmawr,Camden,NJ,I 295,67,1087641320,motorway,3,yes
I-280 N,Daly City,San Mateo,CA,I 280,67,929734336,motorway,4,yes
E 6th St,Los Angeles,Los Angeles,CA,6th Street,67,1036482378,tertiary,2,Not_Present_Value
I-271 N,Beachwood,Cuyahoga,OH,I 271,67,52436563,motorway,4,yes
Outer Dr,Lincoln Park,Wayne,MI,West Outer Drive,67,506682793,secondary,3,yes
W Whitehall St SW,Atlanta,Fulton,GA,West Whitehall Street Southwest,67,630014204,primary,4,Not_Present_Value
CA-91 E,Bellflower,Los Angeles,CA,CA 91,67,978456738,motorway,7,yes
CA-91 W,Fullerton,Orange,CA,CA 91,67,54062870,motorway,5,yes
CA-55 S,Tustin,Orange,CA,CA 55,67,54150466,motorway,4,yes
I-680 S,Concord,Contra Costa,CA,I 680,67,394182444,motorway,5,yes
CA-99 N,Delano,Tulare,CA,CA 99,67,1085780788,motorway,2,yes
I-465 W,Indianapolis,Marion,IN,I 465,67,172467608,motorway,4,yes
US-33 W,Groveport,Franklin,OH,US 33,67,158670521,motorway,2,yes
CA-47 S,San Pedro,Los Angeles,CA,CA 47,67,866528071,motorway,2,yes
I-526 W,North Charleston,Charleston,SC,I 526,67,35067064,motorway,2,yes
I-295 N,Lawrence Township,Mercer,NJ,I 295,67,27353868,motorway,3,yes
NJ-42 S,Woodbury,Gloucester,NJ,NJ 42,67,535628007,motorway,4,yes
I-10,Baton Rouge,East Baton Rouge,LA,I 110,67,12633579,motorway,3,yes
I-635 N,Dallas,Dallas,TX,I 635,67,28469922,motorway,4,yes
I-405 S,Torrance,Los Angeles,CA,I 405,67,771216360,motorway,5,yes
Davis St,Nuevo,Riverside,CA,Davis Road,67,62140493,residential,2,Not_Present_Value
I-405 N,Culver City,Los Angeles,CA,I 405,67,1215909540,motorway,6,yes
CA-55 S,Irvine,Orange,CA,CA 55,67,1164797187,motorway,5,yes
I-215 N,Moreno Valley,Riverside,CA,I 215,67,611302207,motorway,3,yes
US-33 W,Columbus,Franklin,OH,US 33,67,1101656692,motorway,3,yes
CA-60 W,Redlands,Riverside,CA,CA 60,67,778794997,motorway,2,yes
Historic Route 66 E,Oklahoma City,Oklahoma,OK,US Historic 66,67,136969290,secondary,2,Not_Present_Value
I-435 N,Kansas City,Jackson,MO,I 435,67,1190847509,motorway,4,yes
I-35E S,Dallas,Dallas,TX,I 35E,67,483236969,motorway,4,yes
CA-60 W,Mira Loma,Riverside,CA,CA 60,67,37060753,motorway,6,yes
I-205 E,Lathrop,San Joaquin,CA,I 205,67,32168588,motorway,3,yes
I-695 S,Windsor Mill,Baltimore County,MD,I 695,67,11839434,motorway,4,yes
I-210 E,Arcadia,Los Angeles,CA,I 210,67,862449628,motorway,5,yes
I-805 N,National City,San Diego,CA,I 805,67,1011644782,motorway,5,yes
I-264 E,Louisville,Jefferson,KY,I 264,67,103123374,motorway,4,yes
Katy Tollway,Katy,Harris,TX,Katy Freeway,67,47916566,motorway,5,yes
I-680 S,Martinez,Contra Costa,CA,I 680,67,31300303,motorway,4,yes
I-105 W,Inglewood,Los Angeles,CA,I 105,67,349493926,motorway,6,yes
CA-99 N,Wilton,Sacramento,CA,CA 99,67,48473070,motorway,2,yes
I-5,Los Angeles,Los Angeles,CA,I 5,67,124100056,motorway,3,yes
CA-14 S,Canyon Country,Los Angeles,CA,CA 14,67,1000730240,motorway,4,yes
Amar Rd,La Puente,Los Angeles,CA,East Amar Road,67,405355767,primary,2,yes
I-110 S,Torrance,Los Angeles,CA,I 110,67,26689386,motorway,4,yes
I-395 N,Alexandria,Alexandria,VA,I 395,67,872868040,motorway,3,yes
I-195 E,Miami Beach,Miami-Dade,FL,I 195,67,87553233,motorway,2,yes
S Gessner Dr,Missouri City,Harris,TX,South Gessner Road,67,423217267,secondary,4,yes
Irwin Ave,Inglewood,Los Angeles,CA,South Irwin Avenue,67,13326578,unclassified,Not_Present_Value,Not_Present_Value
I-215 E,Midvale,Salt Lake,UT,I 215,67,1042555534,motorway,4,yes
I-635 N,Riverside,Platte,MO,I 635,67,526009402,motorway,2,yes
I-695 W,Lutherville Timonium,Baltimore County,MD,I 695,67,752089411,motorway,3,yes
I-295 N,Bordentown,Burlington,NJ,I 295,67,42753460,motorway,3,yes
CA-58 E,Bakersfield,Kern,CA,CA 58,67,693153662,motorway,2,yes
I-635 S,Shawnee,Johnson,KS,I 635,67,546972387,motorway,2,yes
I-190 N,Buffalo,Erie,NY,I 190,67,672424066,motorway,2,yes
I-275 W,Loveland,Clermont,OH,I 275,67,47275644,motorway,3,yes
I-710 N,Lynwood,Los Angeles,CA,I 710,67,866221697,motorway,4,yes
US-22 W,Bethlehem,Northampton,PA,US 22,67,571825340,motorway,2,yes
I-410 W,San Antonio,Bexar,TX,I 410,67,15126977,motorway_link,2,yes
I-215 S,Murrieta,Riverside,CA,I 215,67,918240317,motorway,3,yes
I-405 S,Van Nuys,Los Angeles,CA,I 405,67,759758476,motorway,5,yes
W 9000 S,West Jordan,Salt Lake,UT,9000 South,67,744257488,primary,5,Not_Present_Value
S Lamar Blvd,Austin,Travis,TX,North Lamar Boulevard,67,239372004,primary,4,Not_Present_Value
I-880 S,San Lorenzo,Alameda,CA,I 880,67,34319224,motorway,6,yes
Market Ave SW,Wyoming,Kent,MI,Market Avenue Southwest,67,224987202,secondary,Not_Present_Value,Not_Present_Value
Century Ave N,Saint Paul,Washington,MN,North Century Avenue,67,642558468,secondary,2,yes
CA-71 S,Corona,Riverside,CA,CA 71,67,172180115,trunk,2,yes
Cumberland Blvd,Atlanta,Cobb,GA,Cumberland Boulevard Southeast,67,631611887,secondary,4,yes
Stevenson Expy S,La Grange,Cook,IL,Adlai Stevenson Expressway,67,435662241,motorway,3,yes
I-580 E,Berkeley,Alameda,CA,I 580,67,392611974,motorway,2,yes
AZ-51 N,Phoenix,Maricopa,AZ,AZ 51,67,964497401,motorway,3,yes
S 7th St,Nashville,Davidson,TN,South 7th Street,67,19458751,residential,Not_Present_Value,Not_Present_Value
I-710 S,Compton,Los Angeles,CA,I 710,67,398526927,motorway,5,yes
New York Ave W,Washington,District of Columbia,DC,New York Avenue Northeast,67,871089760,motorway,3,yes
I-605 S,Norwalk,Los Angeles,CA,I 605,67,54034948,motorway,6,yes
I-35W S,Fort Worth,Tarrant,TX,I 35W,67,122886330,motorway,3,yes
I-215 N,Colton,San Bernardino,CA,I 215,67,1030312577,motorway,5,yes
I-880 N,Oakland,Alameda,CA,I 880,67,28393975,motorway,4,yes
7th St N,Clanton,Chilton,AL,7th Street North,67,846586646,primary,2,Not_Present_Value
I-280 S,Daly City,San Mateo,CA,I 280,67,931314689,motorway,4,yes
I-610 N,Houston,Harris,TX,I 610,67,123126085,motorway,3,yes
I-270 W,Hazelwood,St. Louis County,MO,I 270,67,842898173,motorway,3,yes
Academy Dr NW,Huntsville,Madison,AL,Academy Drive Northwest,67,333502341,tertiary,Not_Present_Value,Not_Present_Value
I-79,Sewickley,Allegheny,PA,I 279,67,28410636,motorway,2,yes
I-105 E,Los Angeles,Los Angeles,CA,I 105,67,866560180,motorway,6,yes
Jurupa St,Ontario,San Bernardino,CA,East Jurupa Street,67,474689203,secondary,5,yes
CA-60 W,Moreno Valley,Riverside,CA,CA 60,67,560629529,motorway,1,yes
CA-14 S,Newhall,Los Angeles,CA,CA 14,67,970108504,motorway,4,yes
US-52 N,Saint Paul,Ramsey,MN,US 52,67,990277837,motorway,3,yes
CA-60 E,Mira Loma,Riverside,CA,CA 60,67,35143293,motorway,5,yes
US-90 W,San Antonio,Bexar,TX,US 90,67,51200586,motorway,5,yes
Avalon Blvd,Los Angeles,Los Angeles,CA,South Avalon Boulevard,67,1022543867,secondary,2,yes
Monroe Ave NW,Grand Rapids,Kent,MI,Monroe Avenue Northwest,67,17846202,secondary,2,Not_Present_Value
I-696 W,Center Line,Macomb,MI,I 696,67,486299348,motorway,5,yes
I-695 W,Pikesville,Baltimore County,MD,I 695,67,855382970,motorway,4,yes
US-26 E,Portland,Multnomah,OR,US 26,67,311684391,motorway,3,yes
NFD Road 835,Blue River,Linn,OR,NF 835,67,5501431,service,Not_Present_Value,Not_Present_Value
65th St,Brooklyn,Kings,NY,64th Street,67,1062208703,residential,Not_Present_Value,yes
I-294 S,Schiller Park,Cook,IL,I 294,67,124471149,motorway,4,yes
I-405 S,Seal Beach,Orange,CA,I 405,67,773057201,motorway,5,yes
I-280 S,South San Francisco,San Mateo,CA,I 280,67,32197355,motorway,4,yes
MA-24 N,Stoughton,Norfolk,MA,MA 24,67,1090693022,motorway,3,yes
I-605 S,Cerritos,Los Angeles,CA,I 605,67,399995681,motorway,5,yes
CA-57 N,San Dimas,Los Angeles,CA,CA 57,67,859736785,motorway,4,yes
I-294 N,Hillside,Cook,IL,I 294,67,1126961045,motorway,6,yes
I-294 N,Des Plaines,Cook,IL,I 294,67,905406128,motorway,5,yes
I-290 E,Buffalo,Erie,NY,I 290,67,86576847,motorway,3,yes
I-280 S,San Jose,Santa Clara,CA,I 280,67,123867453,motorway,4,yes
I-295 N,Burlington,Burlington,NJ,I 295,67,585211895,motorway,4,yes
I-185 N,Simpsonville,Greenville,SC,I 185,67,37778493,motorway,2,yes
US-19 S,Clearwater,Pinellas,FL,US 19,67,47405644,motorway,3,yes
I-295 N,Trenton,Mercer,NJ,I 295,67,42785277,motorway,4,yes
US-75 S,Plano,Collin,TX,US 75,67,158199262,motorway,6,yes
US-36 E,Westminster,Jefferson,CO,US 36,67,4322008,motorway,2,yes
Gallatin St SW,Huntsville,Madison,AL,Gallatin Street Southwest,67,399325668,tertiary,2,Not_Present_Value
US-52 S,Saint Paul,Ramsey,MN,US 52,67,41496166,motorway,2,yes
I-390 S,Rochester,Monroe,NY,I 390,67,1101500426,motorway,3,yes
I-495 W,Huntington Station,Suffolk,NY,I 495,67,40535410,motorway,4,yes
I-805 N,Chula Vista,San Diego,CA,I 805,67,159079053,motorway,5,yes
I-285 E,Atlanta,Clayton,GA,I 285,67,41446370,motorway,3,yes
CA-60 E,Monterey Park,Los Angeles,CA,CA 60,67,38691852,motorway,4,yes
I-405 S,Lawndale,Los Angeles,CA,I 405,67,771216388,motorway,5,yes
I-405 N,Hawthorne,Los Angeles,CA,I 405,67,159601718,motorway,7,yes
W 2600 S,Woods Cross,Davis,UT,2600 South,67,1208650255,primary,4,yes
S 700 E,Salt Lake City,Salt Lake,UT,700 East,67,1127754137,primary,4,yes
I-235 E,West des Moines,Polk,IA,I 235,67,41191190,motorway,3,yes
I-215 N,Riverside,Riverside,CA,I 215,67,1030055497,motorway,4,yes
I-110 S,Pensacola,Escambia,FL,I 110,67,83569179,motorway,3,yes
I-880 S,Union City,Alameda,CA,I 880,67,117034534,motorway,5,yes
CA-22 E,Orange,Orange,CA,CA 22,67,915052092,motorway,5,yes
I-580 E,Oakland,Alameda,CA,I 580,67,619117729,motorway,5,yes
I-287 N,South Plainfield,Middlesex,NJ,I 287,67,968707496,motorway,3,yes
I-580 W,San Rafael,Marin,CA,I 580,67,1142383760,motorway,2,yes
I-294 N,Berkeley,Cook,IL,I 294,67,31044427,motorway,2,yes
I-695 N,Halethorpe,Baltimore County,MD,I 695,67,404843653,motorway,4,yes
W 9000 S,Sandy,Salt Lake,UT,9000 South,67,802764888,primary,3,yes
I-710 S,Los Angeles,Los Angeles,CA,I 710,67,55875538,motorway,4,yes
I-695 W,Nottingham,Baltimore County,MD,I 695,67,857205347,motorway,4,yes
MN-62 E,Minneapolis,Hennepin,MN,MN 62,67,40971569,motorway,2,yes
I-465 E,Indianapolis,Marion,IN,I 465,67,614873729,motorway,3,yes
I-395 N,Alexandria,Fairfax County,VA,I 395,67,872315224,motorway,4,yes
CA-91 W,Yorba Linda,Orange,CA,CA 91,67,838555191,motorway,5,yes
I-710 N,Compton,Los Angeles,CA,I 710,67,863749465,motorway,5,yes
I-190 S,Tonawanda,Erie,NY,I 190,67,1118887546,motorway,2,yes
I-405 N,Inglewood,Los Angeles,CA,I 405,67,759224240,motorway,5,yes
I-696 W,Royal Oak,Oakland,MI,I 696,67,489946634,motorway,5,yes
E Par St,Orlando,Orange,FL,Par Street,67,1122013534,tertiary,2,yes
I-280 W,East Orange,Essex,NJ,I 280,67,1014971916,motorway,3,yes
W 4700 S,Salt Lake City,Salt Lake,UT,4700 South,67,808678449,primary,4,yes
I-196 E,Grand Rapids,Kent,MI,I 196,67,38893806,motorway,2,yes
I-695 N,Washington,District of Columbia,DC,I 695,67,143920422,motorway,2,yes
